iter	Passed	Remaining
788	5919	1582
789	5926	1575
790	5933	1567
791	5940	1560
792	5947	1552
793	5954	1544
794	5961	1537
795	5968	1529
796	5974	1521
797	5982	1514
798	5989	1506
799	5996	1499
800	6003	1491
801	6010	1483
802	6017	1476
803	6024	1468
804	6031	1460
805	6038	1453
806	6045	1445
807	6052	1438
808	6059	1430
809	6066	1423
810	6073	1415
811	6080	1407
812	6088	1400
813	6095	1392
814	6102	1385
815	6108	1377
816	6115	1369
817	6122	1362
818	6129	1354
819	6137	1347
820	6145	1339
821	6152	1332
822	6159	1324
823	6166	1317
824	6173	1309
825	6179	1301
826	6186	1294
827	6193	1286
828	6200	1279
829	6207	1271
830	6214	1263
831	6222	1256
832	6229	1248
833	6236	1241
834	6243	1233
835	6250	1226
836	6257	1218
837	6264	1211
838	6271	1203
839	6278	1195
840	6284	1188
841	6292	1180
842	6298	1173
843	6305	1165
844	6312	1157
845	6320	1150
846	6327	1142
847	6334	1135
848	6341	1127
849	6347	1120
850	6354	1112
851	6361	1105
852	6368	1097
853	6375	1089
854	6382	1082
855	6388	1074
856	6395	1067
857	6402	1059
858	6409	1052
859	6416	1044
860	6423	1036
861	6429	1029
862	6436	1021
863	6443	1014
864	6450	1006
865	6457	999
866	6464	991
867	6470	984
868	6477	976
869	6484	968
870	6491	961
871	6498	953
872	6505	946
873	6511	938
874	6518	931
875	6525	923
876	6532	916
877	6539	908
878	6546	901
879	6553	893
880	6559	886
881	6567	878
882	6574	871
883	6581	863
884	6589	856
885	6597	848
886	6604	841
887	6612	833
888	6619	826
889	6625	818
890	6632	811
891	6639	803
892	6646	796
893	6653	788
894	6660	781
895	6667	773
896	6674	766
897	6680	758
898	6687	751
899	6694	743
900	6701	736
901	6708	728
902	6715	721
903	6722	713
904	6729	706
905	6735	698
906	6742	691
907	6749	683
908	6756	676
909	6763	668
910	6770	661
911	6777	653
912	6784	646
913	6791	639
914	6797	631
915	6804	623
916	6811	616
917	6818	609
918	6825	601
919	6831	594
920	6838	586
921	6845	579
922	6852	571
923	6859	564
924	6865	556
925	6872	549
926	6879	541
927	6886	534
928	6893	526
929	6899	519
930	6906	511
931	6913	504
932	6920	496
933	6928	489
934	6935	482
935	6942	474
936	6948	467
937	6956	459
938	6963	452
939	6970	444
940	6977	437
941	6984	430
942	6993	422
943	7001	415
