iter	RMSE
157	5733.253055
158	5724.759483
159	5722.732001
160	5716.336763
161	5700.013183
162	5695.310015
163	5691.651346
164	5688.441865
165	5682.254202
166	5670.275692
167	5668.194593
168	5661.756751
169	5646.41856
170	5633.403448
171	5625.937228
172	5623.092784
173	5614.334161
174	5607.601013
175	5605.535761
176	5590.471597
177	5581.757523
178	5572.012927
179	5563.527853
180	5549.79902
181	5548.054134
182	5543.714482
183	5542.024848
184	5535.880422
185	5527.162194
186	5522.785799
187	5515.224576
188	5506.402789
189	5500.561721
190	5494.58305
191	5489.523473
192	5487.668885
193	5484.487306
194	5474.395147
195	5465.465273
196	5463.674598
197	5458.014313
198	5454.54572
199	5453.00577
200	5448.250732
201	5441.833126
202	5438.564095
203	5432.838408
204	5430.10523
205	5428.600382
206	5423.070511
207	5421.615615
208	5407.826732
209	5404.738088
210	5398.966191
211	5392.302448
212	5387.207787
213	5383.084267
214	5381.491287
215	5378.213339
216	5376.838771
217	5366.546475
218	5359.471849
219	5351.502744
220	5344.116319
221	5331.387725
222	5307.373574
223	5296.098565
224	5294.761671
225	5290.499255
226	5285.672866
227	5280.420216
228	5275.566747
229	5268.615635
230	5267.001098
231	5259.032787
232	5255.029101
233	5233.871256
234	5232.598068
235	5227.307226
236	5225.649576
237	5217.078705
238	5211.542583
239	5204.97933
240	5203.77285
241	5199.173986
242	5194.744228
243	5188.513362
244	5181.895674
245	5177.837355
246	5172.431123
247	5165.569772
248	5157.646987
249	5156.485709
250	5150.476939
251	5144.582046
252	5136.582952
253	5130.476048
254	5124.332158
255	5120.060126
256	5116.945688
257	5115.687629
258	5111.41418
259	5108.826689
260	5104.866475
261	5102.749383
262	5098.672047
263	5097.580497
264	5092.931187
265	5087.21045
266	5085.382667
267	5083.18492
268	5080.161423
269	5074.689558
270	5072.583767
271	5070.79466
272	5067.88463
273	5065.654681
274	5054.164513
275	5045.323114
276	5040.468835
277	5034.761809
278	5028.544548
279	5027.521618
280	5022.280363
281	5019.84124
282	5015.378786
283	5008.986289
284	5007.897648
285	5006.966215
286	4997.168315
287	4992.755808
288	4986.853582
289	4984.806064
290	4980.4938
291	4975.094451
292	4969.327129
293	4963.656777
294	4959.094726
295	4954.46234
296	4947.661708
297	4943.084595
298	4939.877438
299	4934.073058
300	4920.504612
301	4916.898564
302	4916.071836
303	4900.875277
304	4895.747392
305	4894.704643
306	4890.311299
307	4886.98202
308	4881.973899
309	4878.915808
310	4871.54662
311	4870.766062
312	4865.995129
313	4857.602739
314	4840.308193
315	4831.658718
316	4825.861936
317	4818.754566
318	4814.789703
319	4811.661842
320	4807.323366
321	4802.376531
322	4797.478793
323	4791.555483
324	4786.152927
325	4778.977938
326	4764.837151
327	4761.488001
328	4757.814382
329	4757.049766
330	4749.758903
331	4746.128486
332	4741.952177
333	4738.525503
334	4732.991537
335	4729.309982
336	4727.326476
337	4723.06542
338	4718.319062
339	4717.484535
340	4712.990795
341	4711.51687
342	4710.141103
343	4708.630377
344	4705.758489
345	4700.309718
346	4694.023589
347	4685.32806
348	4679.877262
349	4675.695045
350	4672.310402
351	4671.601479
352	4667.595229
353	4663.998281
354	4661.423087
355	4652.350083
356	4649.486851
357	4648.797097
358	4633.04168
359	4627.362936
360	4623.561455
361	4615.675208
362	4612.19297
363	4611.320394
364	4607.416871
365	4604.858304
366	4600.529652
367	4597.12679
368	4590.508276
369	4589.853294
370	4587.08108
371	4584.202831
372	4577.051542
373	4573.992685
374	4571.070876
375	4564.8475
376	4561.791203
377	4556.908211
378	4556.224734
379	4554.479631
380	4552.481395
381	4548.976859
382	4543.825532
383	4541.670465
384	4537.01834
385	4529.318846
386	4524.593207
387	4523.431132
388	4516.844128
389	4507.225615
390	4505.177971
391	4499.978756
392	4495.489076
393	4491.782848
394	4486.756096
395	4486.132861
396	4483.439546
397	4480.575076
398	4476.95022
399	4474.171462
400	4470.567095
401	4465.412088
402	4458.944441
403	4451.955328
404	4448.162675
405	4445.033465
406	4442.671836
407	4441.171219
408	4438.722985
409	4436.449134
410	4432.974928
411	4430.011541
412	4427.210234
413	4422.145864
414	4417.578598
415	4414.82441
416	4412.860161
417	4412.115259
418	4409.800045
419	4404.694295
420	4401.528203
421	4396.540808
422	4392.668959
423	4390.623781
424	4387.039038
425	4385.66423
426	4383.876431
427	4377.252063
428	4366.828162
429	4363.425172
430	4360.398822
431	4358.100459
432	4356.019584
433	4352.109073
434	4350.451696
435	4349.655954
436	4344.756127
437	4340.345204
438	4336.735929
439	4336.135268
440	4333.926968
441	4331.260414
442	4327.74995
443	4326.491522
444	4323.195691
445	4320.965168
446	4320.271673
447	4317.996808
448	4315.930144
449	4313.841542
450	4308.212413
451	4304.998006
452	4301.638613
453	4301.052959
454	4299.460504
455	4296.599939
456	4294.31772
457	4291.180564
458	4288.574575
459	4286.496695
460	4284.441594
461	4283.875489
462	4281.90419
463	4279.342023
464	4277.907672
465	4274.115128
466	4272.344796
467	4270.952227
468	4267.288595
469	4264.564251
470	4262.138648
471	4258.454427
472	4257.908021
473	4252.981581
474	4251.340634
475	4248.898965
476	4247.743498
477	4243.260217
478	4241.030766
479	4239.454155
480	4237.738578
481	4237.209049
482	4235.072889
483	4233.78017
484	4229.564203
485	4226.005914
486	4222.105501
487	4220.520563
488	4217.070604
489	4215.707556
490	4211.65947
491	4211.14505
492	4209.665401
493	4209.167131
494	4206.461438
495	4204.450285
496	4200.387879
497	4197.754856
498	4194.626067
499	4193.43803
500	4191.282632
501	4187.974892
502	4186.960603
503	4186.271102
504	4182.68632
505	4179.761013
506	4177.706978
507	4174.296148
508	4173.812528
509	4172.54064
510	4169.473847
511	4166.157314
512	4163.107872
513	4158.101746
514	4154.726153
515	4153.383343
516	4150.412321
517	4148.826395
518	4148.354067
519	4145.661129
520	4141.944783
521	4140.636452
522	4138.225101
523	4135.879819
524	4133.625284
525	4132.569058
526	4132.116965
527	4130.294446
528	4129.565912
529	4126.065406
530	4123.995286
531	4109.931915
532	4099.393277
533	4098.048374
534	4095.037605
535	4091.235664
536	4090.385314
537	4073.334091
538	4070.207813
539	4066.898741
540	4064.955784
541	4061.700249
542	4059.416376
543	4058.09171
544	4056.448615
545	4052.432348
546	4049.645753
547	4045.0581
548	4044.259391
549	4041.241914
550	4038.899723
551	4037.192913
552	4036.703263
553	4034.220071
554	4033.45439
555	4032.98634
556	4032.532541
557	4032.096492
558	4027.781762
559	4026.437185
560	4025.010778
561	4024.440251
562	4021.642092
563	4018.285609
564	4015.778021
565	4012.955476
566	4004.791715
567	4002.842125
568	4000.554273
569	3999.683185
570	3997.261169
571	3994.346404
572	3983.78009
573	3981.57404
574	3978.492304
575	3971.551665
576	3967.871597
577	3964.876509
578	3963.670754
579	3962.32145
580	3958.312896
581	3956.896256
582	3956.023451
583	3954.879669
584	3952.439168
585	3952.010329
586	3951.17314
587	3950.239978
588	3947.554073
589	3945.417721
590	3943.743862
591	3942.232836
592	3939.765591
593	3937.836213
594	3935.84173
595	3932.75748
596	3931.964021
597	3930.645163
598	3927.47846
599	3925.835145
600	3924.341833
601	3921.647572
602	3920.898447
603	3919.119154
604	3918.490106
605	3917.826776
606	3917.163886
607	3915.057455
608	3914.294045
609	3913.19191
610	3911.953626
611	3910.994107
612	3909.788832
613	3908.269996
614	3907.419187
615	3905.486397
616	3904.082032
617	3903.15645
618	3902.423695
619	3900.515698
620	3899.748828
621	3895.569286
622	3893.846564
623	3890.933992
624	3889.504884
625	3886.527329
626	3884.388776
627	3881.992802
628	3880.345247
629	3879.66945
630	3875.860631
631	3874.043562
632	3871.874167
633	3869.097578
634	3866.137437
635	3865.267257
636	3864.198232
637	3857.098431
638	3855.957145
639	3854.970111
640	3854.33855
641	3853.262658
642	3852.257997
643	3849.595811
644	3848.853879
645	3847.776192
646	3844.043673
647	3842.474676
648	3838.922764
649	3836.997599
650	3836.102737
651	3834.451183
652	3832.007238
653	3831.609122
654	3830.777845
655	3824.427606
656	3823.629946
657	3819.611816
658	3816.865828
659	3815.311258
660	3812.097233
661	3810.558839
662	3809.282172
663	3807.358151
664	3804.288547
665	3802.537053
666	3799.756422
667	3797.877335
668	3797.1107
669	3794.856848
670	3792.836361
671	3792.449582
672	3791.629263
673	3788.819603
674	3787.896666
675	3786.16088
676	3785.784605
677	3784.343281
678	3782.710862
679	3781.793361
680	3779.596476
681	3777.268527
682	3776.07045
683	3774.78788
684	3772.052914
685	3770.434301
686	3769.706301
687	3767.668828
688	3766.067937
689	3764.368971
690	3762.010942
691	3759.471625
692	3753.079606
693	3743.318526
694	3742.389211
695	3738.015233
696	3736.485743
697	3734.216991
698	3733.851507
699	3732.276218
700	3731.466802
701	3729.425944
702	3728.471585
703	3726.986327
704	3726.633129
705	3725.897139
706	3724.579875
707	3722.309265
708	3721.311995
709	3718.97653
710	3718.030559
711	3716.694999
712	3712.672392
713	3710.45143
714	3710.106228
715	3708.902737
716	3706.500029
717	3704.812113
718	3703.926958
719	3702.665164
720	3700.780164
721	3696.574585
722	3693.44859
723	3691.525466
724	3690.36617
725	3689.783951
726	3689.448412
727	3686.577357
728	3684.83062
729	3681.715875
730	3679.30279
731	3676.860849
732	3675.498153
733	3673.93789
734	3672.910507
735	3670.160425
736	3668.571197
737	3666.826813
738	3665.303951
739	3651.934549
740	3649.145679
741	3647.405438
742	3643.711542
743	3642.257628
744	3641.014684
745	3639.113171
746	3637.856132
747	3637.146314
748	3636.816159
749	3635.408615
750	3633.74506
751	3633.067662
752	3631.374249
753	3630.302876
754	3627.999906
755	3626.655187
756	3625.979268
757	3624.364982
758	3623.09148
759	3621.305508
760	3620.227908
761	3617.116271
762	3615.616212
763	3615.294689
764	3607.596655
765	3607.011752
766	3605.343301
767	3604.258302
768	3602.702968
769	3600.893629
770	3600.147969
771	3597.96899
772	3597.115298
773	3595.18707
774	3594.149815
775	3592.74171
776	3592.427321
777	3590.309535
778	3584.201207
779	3582.072484
780	3579.971936
781	3579.281822
782	3577.732309
783	3576.689192
784	3575.59015
785	3574.067863
786	3573.448595
787	3570.316042
788	3568.550426
789	3567.957013
790	3567.449331
791	3565.221225
792	3563.988737
793	3563.679659
794	3561.107247
795	3558.409065
796	3557.460993
797	3556.362908
798	3554.413962
799	3551.929222
800	3550.288286
801	3549.501996
802	3547.899151
803	3545.663009
804	3544.12947
805	3542.097478
806	3541.007502
807	3539.95695
808	3539.258817
809	3537.825195
810	3537.52418
811	3536.434252
812	3534.756095
813	3534.295768
814	3532.607813
815	3531.940438
816	3530.985709
817	3529.733389
818	3528.401119
819	3526.436525
820	3522.976478
821	3522.68517
822	3521.782175
823	3519.843623
824	3519.329231
825	3518.136304
826	3516.197951
827	3514.599914
828	3510.867419
829	3509.2716
830	3503.40401
831	3501.964993
832	3500.308433
833	3498.890078
834	3497.767077
835	3495.864064
836	3489.262896
837	3488.117473
838	3483.68244
839	3483.041409
840	3482.757759
841	3481.068458
842	3479.72887
843	3478.48009
844	3476.915763
845	3475.792163
846	3474.389116
847	3473.936398
848	3473.072874
849	3471.444878
850	3468.866922
851	3466.835971
852	3464.485086
853	3463.29947
854	3460.786662
855	3459.617273
856	3454.084022
857	3453.805567
858	3442.735491
859	3441.22717
860	3439.608342
861	3438.739659
862	3437.621913
863	3436.716926
864	3435.533899
865	3435.261439
866	3434.075391
867	3432.945227
868	3432.270522
869	3431.51494
870	3430.683279
871	3428.810327
872	3427.618373
873	3427.203827
874	3425.837917
875	3423.881277
876	3422.344885
877	3421.494641
878	3420.388264
879	3420.121989
880	3417.810806
881	3416.683155
882	3414.932612
883	3413.839497
884	3411.854993
885	3409.875289
886	3408.153548
887	3406.245514
888	3404.715418
889	3402.559636
890	3401.613952
891	3399.436194
892	3398.136365
893	3397.193898
894	3396.724826
895	3395.959759
896	3395.695828
897	3395.080643
898	3391.144989
899	3389.793541
900	3388.170958
901	3386.68539
902	3385.350721
903	3384.378787
904	3383.209744
905	3381.926635
906	3380.275506
907	3378.320693
908	3377.291507
909	3377.033455
910	3376.495921
911	3375.843024
912	3374.546006
913	3371.746027
914	3371.161432
915	3369.283879
916	3368.867124
917	3367.627335
918	3365.741048
919	3361.410617
920	3361.158916
921	3359.312213
922	3357.727206
923	3356.080371
924	3355.478158
925	3354.115524
926	3352.349604
927	3350.892139
928	3350.370634
929	3349.194916
930	3346.404843
931	3344.983747
932	3343.837601
933	3339.894525
934	3338.873365
935	3337.341962
936	3335.852597
937	3335.315382
938	3334.408284
939	3334.161184
940	3333.517089
941	3332.567688
942	3331.348409
943	3330.165393
944	3324.054456
945	3323.701111
946	3322.440402
947	3320.767849
948	3320.22427
949	3317.138524
950	3316.232235
951	3314.387088
952	3313.135586
953	3311.823898
954	3310.45283
955	3309.42706
956	3309.18724
957	3308.689159
958	3307.516592
959	3306.84695
960	3306.377998
961	3302.087671
962	3301.524133
963	3299.808819
964	3296.497083
965	3294.646555
966	3293.587903
967	3292.562079
968	3291.650262
969	3291.151254
970	3290.820247
971	3280.898681
972	3279.367841
973	3278.796938
974	3277.717061
975	3275.936981
976	3274.741594
977	3273.848524
978	3272.019755
979	3269.426164
980	3269.18957
981	3267.80866
982	3266.99871
983	3264.592333
984	3263.523696
985	3262.508201
986	3261.486986
987	3260.742025
988	3260.511279
989	3258.839762
990	3258.189567
991	3257.462924
992	3256.673567
993	3255.493368
994	3254.408422
995	3253.661133
996	3253.435036
997	3253.016823
998	3251.925317
999	3250.254837
