iter	Passed	Remaining
917	20560	1836
918	20583	1814
919	20605	1791
920	20628	1769
921	20652	1747
922	20673	1724
923	20695	1702
924	20716	1679
925	20737	1657
926	20758	1634
927	20779	1612
928	20801	1589
929	20821	1567
930	20842	1544
931	20863	1522
932	20884	1499
933	20906	1477
934	20927	1454
935	20948	1432
936	20969	1409
937	20990	1387
938	21012	1365
939	21034	1342
940	21055	1320
941	21077	1297
942	21098	1275
943	21122	1253
944	21145	1230
945	21166	1208
946	21188	1185
947	21210	1163
948	21232	1141
949	21254	1118
950	21275	1096
951	21297	1073
952	21320	1051
953	21343	1029
954	21364	1006
955	21386	984
956	21408	961
957	21433	939
958	21455	917
959	21477	894
960	21500	872
961	21522	850
962	21544	827
963	21565	805
964	21589	783
965	21611	760
966	21634	738
967	21658	715
968	21680	693
969	21703	671
970	21726	648
971	21749	626
972	21771	604
973	21792	581
974	21814	559
975	21836	536
976	21859	514
977	21880	492
978	21902	469
979	21923	447
980	21945	425
981	21968	402
982	21989	380
983	22011	357
984	22033	335
985	22054	313
986	22076	290
987	22102	268
988	22130	246
989	22154	223
990	22179	201
991	22203	179
992	22227	156
993	22249	134
994	22270	111
995	22292	89
996	22314	67
997	22335	44
998	22358	22
999	22380	0
